icd9,phecode,phenotype
80236,819,Skull and face fracture and other intercranial injury
80238,819,Skull and face fracture and other intercranial injury
80239,819,Skull and face fracture and other intercranial injury
8024,819,Skull and face fracture and other intercranial injury
8025,819,Skull and face fracture and other intercranial injury
8026,819,Skull and face fracture and other intercranial injury
8027,819,Skull and face fracture and other intercranial injury
8028,819,Skull and face fracture and other intercranial injury
8029,819,Skull and face fracture and other intercranial injury
80300,819,Skull and face fracture and other intercranial injury
80301,819,Skull and face fracture and other intercranial injury
80306,819,Skull and face fracture and other intercranial injury
80311,819,Skull and face fracture and other intercranial injury
80312,819,Skull and face fracture and other intercranial injury
80315,819,Skull and face fracture and other intercranial injury
80316,819,Skull and face fracture and other intercranial injury
80320,819,Skull and face fracture and other intercranial injury
80321,819,Skull and face fracture and other intercranial injury
80322,819,Skull and face fracture and other intercranial injury
80324,819,Skull and face fracture and other intercranial injury
80325,819,Skull and face fracture and other intercranial injury
80326,819,Skull and face fracture and other intercranial injury
80332,819,Skull and face fracture and other intercranial injury
80336,819,Skull and face fracture and other intercranial injury
80341,819,Skull and face fracture and other intercranial injury
80350,819,Skull and face fracture and other intercranial injury
80360,819,Skull and face fracture and other intercranial injury
80362,819,Skull and face fracture and other intercranial injury
80366,819,Skull and face fracture and other intercranial injury
80372,819,Skull and face fracture and other intercranial injury
80375,819,Skull and face fracture and other intercranial injury
80376,819,Skull and face fracture and other intercranial injury
80400,819,Skull and face fracture and other intercranial injury
80410,819,Skull and face fracture and other intercranial injury
80412,819,Skull and face fracture and other intercranial injury
80416,819,Skull and face fracture and other intercranial injury
80420,819,Skull and face fracture and other intercranial injury
80421,819,Skull and face fracture and other intercranial injury
80422,819,Skull and face fracture and other intercranial injury
80423,819,Skull and face fracture and other intercranial injury
80425,819,Skull and face fracture and other intercranial injury
80426,819,Skull and face fracture and other intercranial injury
80430,819,Skull and face fracture and other intercranial injury
80432,819,Skull and face fracture and other intercranial injury
80435,819,Skull and face fracture and other intercranial injury
80436,819,Skull and face fracture and other intercranial injury
80441,819,Skull and face fracture and other intercranial injury
80466,819,Skull and face fracture and other intercranial injury
80470,819,Skull and face fracture and other intercranial injury
80473,819,Skull and face fracture and other intercranial injury
80475,819,Skull and face fracture and other intercranial injury
80476,819,Skull and face fracture and other intercranial injury
80485,819,Skull and face fracture and other intercranial injury
80500,805,Fracture of vertebral column without mention of spinal cord injury
80501,805,Fracture of vertebral column without mention of spinal cord injury
80502,805,Fracture of vertebral column without mention of spinal cord injury
80503,805,Fracture of vertebral column without mention of spinal cord injury
80504,805,Fracture of vertebral column without mention of spinal cord injury
80505,805,Fracture of vertebral column without mention of spinal cord injury
80506,805,Fracture of vertebral column without mention of spinal cord injury
80507,805,Fracture of vertebral column without mention of spinal cord injury
80508,805,Fracture of vertebral column without mention of spinal cord injury
8052,805,Fracture of vertebral column without mention of spinal cord injury
8053,805,Fracture of vertebral column without mention of spinal cord injury
8054,805,Fracture of vertebral column without mention of spinal cord injury
8055,805,Fracture of vertebral column without mention of spinal cord injury
8056,805,Fracture of vertebral column without mention of spinal cord injury
8058,805,Fracture of vertebral column without mention of spinal cord injury
80600,805,Fracture of vertebral column without mention of spinal cord injury
80601,805,Fracture of vertebral column without mention of spinal cord injury
80602,805,Fracture of vertebral column without mention of spinal cord injury
80603,805,Fracture of vertebral column without mention of spinal cord injury
80604,805,Fracture of vertebral column without mention of spinal cord injury
80605,805,Fracture of vertebral column without mention of spinal cord injury
80606,805,Fracture of vertebral column without mention of spinal cord injury
80607,805,Fracture of vertebral column without mention of spinal cord injury
80608,805,Fracture of vertebral column without mention of spinal cord injury
80609,805,Fracture of vertebral column without mention of spinal cord injury
80610,805,Fracture of vertebral column without mention of spinal cord injury
80616,805,Fracture of vertebral column without mention of spinal cord injury
80620,805,Fracture of vertebral column without mention of spinal cord injury
80621,805,Fracture of vertebral column without mention of spinal cord injury
80622,805,Fracture of vertebral column without mention of spinal cord injury
80623,805,Fracture of vertebral column without mention of spinal cord injury
80624,805,Fracture of vertebral column without mention of spinal cord injury
80625,805,Fracture of vertebral column without mention of spinal cord injury
80626,805,Fracture of vertebral column without mention of spinal cord injury
80629,805,Fracture of vertebral column without mention of spinal cord injury
80631,805,Fracture of vertebral column without mention of spinal cord injury
80639,805,Fracture of vertebral column without mention of spinal cord injury
8064,805,Fracture of vertebral column without mention of spinal cord injury
8065,805,Fracture of vertebral column without mention of spinal cord injury
80660,805,Fracture of vertebral column without mention of spinal cord injury
80662,805,Fracture of vertebral column without mention of spinal cord injury
8068,805,Fracture of vertebral column without mention of spinal cord injury
80700,807,Fracture of ribs
80701,807,Fracture of ribs
80702,807,Fracture of ribs
80703,807,Fracture of ribs
80704,807,Fracture of ribs
80705,807,Fracture of ribs
80706,807,Fracture of ribs
80707,807,Fracture of ribs
80708,807,Fracture of ribs
80709,807,Fracture of ribs
80710,807,Fracture of ribs
80711,807,Fracture of ribs
80718,807,Fracture of ribs
8072,809,Fracture of unspecified bones
8073,809,Fracture of unspecified bones
8074,809,Fracture of unspecified bones
8075,809,Fracture of unspecified bones
8076,809,Fracture of unspecified bones
8080,802,Fracture of pelvis
8081,802,Fracture of pelvis
8082,802,Fracture of pelvis
8083,802,Fracture of pelvis
80841,802,Fracture of pelvis
80842,802,Fracture of pelvis
80843,802,Fracture of pelvis
80849,802,Fracture of pelvis
80851,802,Fracture of pelvis
80853,802,Fracture of pelvis
80859,802,Fracture of pelvis
8088,802,Fracture of pelvis
8089,802,Fracture of pelvis
81000,803,Fracture of upper limb
81000,803,Fracture of upper limb
81001,803,Fracture of upper limb
81001,803,Fracture of upper limb
81002,803,Fracture of upper limb
81002,803,Fracture of upper limb
81003,803,Fracture of upper limb
81003,803,Fracture of upper limb
81010,803,Fracture of upper limb
81010,803,Fracture of upper limb
81012,803,Fracture of upper limb
81012,803,Fracture of upper limb
81013,803,Fracture of upper limb
81013,803,Fracture of upper limb
81100,803,Fracture of upper limb
81100,803,Fracture of upper limb
81101,803,Fracture of upper limb
81101,803,Fracture of upper limb
81102,803,Fracture of upper limb
81102,803,Fracture of upper limb
81103,803,Fracture of upper limb
81103,803,Fracture of upper limb
81109,803,Fracture of upper limb
81109,803,Fracture of upper limb
81110,803,Fracture of upper limb
81110,803,Fracture of upper limb
81200,803,Fracture of upper limb
81200,803,Fracture of upper limb
81201,803,Fracture of upper limb
81201,803,Fracture of upper limb
81202,803,Fracture of upper limb
81202,803,Fracture of upper limb
81203,803,Fracture of upper limb
81203,803,Fracture of upper limb
81209,803,Fracture of upper limb
81209,803,Fracture of upper limb
81210,803,Fracture of upper limb
81210,803,Fracture of upper limb
81212,803,Fracture of upper limb
81212,803,Fracture of upper limb
81219,803,Fracture of upper limb
81219,803,Fracture of upper limb
81220,803,Fracture of upper limb
81220,803,Fracture of upper limb
81221,803,Fracture of upper limb
81221,803,Fracture of upper limb
81230,803,Fracture of upper limb
81230,803,Fracture of upper limb
81231,803,Fracture of upper limb
81231,803,Fracture of upper limb
81240,803,Fracture of upper limb
81240,803,Fracture of upper limb
81241,803,Fracture of upper limb
81241,803,Fracture of upper limb
81242,803,Fracture of upper limb
81242,803,Fracture of upper limb
81243,803,Fracture of upper limb
81243,803,Fracture of upper limb
81244,803,Fracture of upper limb
81244,803,Fracture of upper limb
81249,803,Fracture of upper limb
81249,803,Fracture of upper limb
81250,803,Fracture of upper limb
81250,803,Fracture of upper limb
81251,803,Fracture of upper limb
81251,803,Fracture of upper limb
81252,803,Fracture of upper limb
81252,803,Fracture of upper limb
81254,803,Fracture of upper limb
81254,803,Fracture of upper limb
81259,803,Fracture of upper limb
81259,803,Fracture of upper limb
81301,803,Fracture of upper limb
81301,803,Fracture of upper limb
81302,803,Fracture of upper limb
81302,803,Fracture of upper limb
81303,803,Fracture of upper limb
81303,803,Fracture of upper limb
81305,803,Fracture of upper limb
81305,803,Fracture of upper limb
81307,803,Fracture of upper limb
81307,803,Fracture of upper limb
81308,803,Fracture of upper limb
81308,803,Fracture of upper limb
81311,803,Fracture of upper limb
